question,answer
What is 9 - (1 * 4)?,5
What is 8 - (6 + 4)?,-2
What is 7 - (3 + 4)?,0
What is 3 + (0 - 1)?,2
What is 6 + (2 + 4)?,12
What is 1 - (4 * 7)?,-27
What is 2 - (6 - 4)?,0
What is 6 * (6 - 9)?,-18
What is 9 + (7 * 6)?,51
What is 2 + (7 + 4)?,13
What is 9 - (2 - 2)?,9
What is 4 + (1 + 5)?,10
What is 3 * (1 - 9)?,-24
What is 8 * (0 * 4)?,0
What is 7 + (6 - 1)?,12
What is 3 - (3 + 9)?,-9
What is 0 + (0 + 0)?,0
What is 0 - (7 + 1)?,-8
What is 8 + (5 + 6)?,19
What is 8 + (8 - 9)?,7
What is 6 * (3 * 0)?,0
What is 9 * (6 - 9)?,-27
What is 2 * (6 * 9)?,108
What is 1 + (2 - 9)?,-6
What is 9 - (2 - 9)?,16
What is 9 - (6 + 6)?,-3
What is 6 - (6 * 9)?,-48
What is 3 + (7 * 1)?,10
What is 9 + (7 - 8)?,8
What is 5 * (5 * 7)?,175
What is 9 * (4 + 9)?,117
What is 0 + (1 - 4)?,-3
What is 3 * (1 + 1)?,6
What is 0 - (4 + 6)?,-10
What is 8 + (9 * 0)?,8
What is 2 - (3 + 1)?,-2
What is 9 + (9 + 5)?,23
What is 3 + (7 * 9)?,66
What is 3 + (8 - 7)?,4
What is 9 + (5 + 3)?,17
What is 4 * (7 * 8)?,224
What is 0 - (6 - 3)?,-3
What is 9 + (2 * 6)?,21
What is 0 * (8 * 3)?,0
What is 5 + (0 * 2)?,5
What is 1 - (3 - 2)?,0
What is 3 + (1 * 6)?,9
What is 2 * (3 - 7)?,-8
What is 4 * (5 * 2)?,40
What is 4 - (4 + 6)?,-6
What is 3 * (3 * 6)?,54
What is 2 + (6 + 4)?,12
What is 0 * (5 * 5)?,0
What is 0 - (4 + 3)?,-7
What is 0 + (2 - 8)?,-6
What is 7 * (6 + 3)?,63
What is 2 * (7 + 8)?,30
What is 0 - (9 + 0)?,-9
What is 0 - (3 + 9)?,-12
What is 7 * (0 * 6)?,0
What is 1 + (4 - 7)?,-2
What is 7 + (0 * 7)?,7
What is 2 - (9 - 5)?,-2
What is 0 * (1 * 3)?,0
What is 0 - (1 + 6)?,-7
What is 1 - (5 - 3)?,-1
What is 8 + (6 + 8)?,22
What is 6 - (1 + 7)?,-2
What is 7 + (3 + 0)?,10
What is 4 + (9 + 8)?,21
What is 7 - (9 + 6)?,-8
What is 0 + (0 - 1)?,-1
What is 9 + (1 - 1)?,9
What is 5 * (4 * 0)?,0
What is 8 * (9 * 7)?,504
What is 5 - (1 + 5)?,-1
What is 4 - (0 - 0)?,4
What is 0 - (7 + 9)?,-16
What is 3 * (2 * 8)?,48
What is 2 - (4 + 7)?,-9
What is 3 * (4 + 2)?,18
What is 3 - (2 - 1)?,2
What is 7 + (5 + 0)?,12
What is 5 + (3 - 0)?,8
What is 2 - (9 - 0)?,-7
What is 5 * (9 * 1)?,45
What is 6 - (4 - 5)?,7
What is 6 + (5 * 5)?,31
What is 4 + (7 + 3)?,14
What is 4 * (5 * 2)?,40
What is 9 - (7 + 4)?,-2
What is 0 - (2 + 8)?,-10
What is 6 * (4 - 9)?,-30
What is 0 * (5 - 1)?,0
What is 5 * (8 * 5)?,200
What is 3 - (8 + 3)?,-8
What is 8 * (2 * 5)?,80
What is 3 - (9 + 4)?,-10
What is 6 - (5 - 8)?,9
What is 5 - (6 + 6)?,-7
What is 8 + (1 - 4)?,5
What is 7 - (2 * 8)?,-9
What is 1 + (4 + 3)?,8
What is 4 + (5 - 8)?,1
What is 8 - (0 - 2)?,10
What is 1 - (9 * 3)?,-26
What is 3 + (4 * 0)?,3
What is 5 * (8 - 9)?,-5
What is 5 * (0 + 8)?,40
What is 9 - (6 * 3)?,-9
What is 7 - (4 + 2)?,1
What is 3 * (3 + 6)?,27
What is 1 - (4 * 1)?,-3
What is 2 + (6 + 1)?,9
What is 1 + (2 * 3)?,7
What is 5 + (1 * 8)?,13
What is 4 + (3 - 8)?,-1
What is 1 * (3 * 9)?,27
What is 7 * (3 - 1)?,14
What is 0 * (9 + 4)?,0
What is 3 * (0 * 8)?,0
What is 7 - (9 * 8)?,-65
What is 3 * (6 - 2)?,12
What is 8 - (8 + 2)?,-2
What is 3 - (7 * 5)?,-32
What is 9 + (6 * 4)?,33
What is 0 + (7 + 4)?,11
What is 9 * (0 - 5)?,-45
What is 6 + (9 + 7)?,22
What is 0 - (5 - 6)?,1
What is 8 + (9 - 5)?,12
What is 2 + (1 - 5)?,-2
What is 5 - (6 * 1)?,-1
What is 2 - (6 - 8)?,4
What is 5 + (2 + 9)?,16
What is 3 - (7 + 1)?,-5
What is 4 - (7 * 2)?,-10
What is 3 * (8 - 8)?,0
What is 2 - (7 - 2)?,-3
What is 8 * (5 * 9)?,360
What is 0 + (3 * 2)?,6
What is 5 - (6 * 7)?,-37
What is 8 * (6 - 0)?,48
What is 2 * (2 * 4)?,16
What is 2 - (9 + 2)?,-9
What is 9 * (5 + 9)?,126
What is 8 - (9 + 6)?,-7
What is 9 - (8 * 9)?,-63
What is 1 - (6 - 6)?,1
What is 7 - (9 - 5)?,3
What is 1 - (2 - 7)?,6
What is 2 * (3 + 2)?,10
What is 5 * (2 + 9)?,55
What is 9 + (8 + 7)?,24
What is 8 * (6 + 7)?,104
What is 0 - (9 - 8)?,-1
What is 8 - (1 - 0)?,7
What is 6 - (0 + 4)?,2
What is 8 * (7 * 7)?,392
What is 5 * (7 - 6)?,5
What is 9 + (0 + 1)?,10
What is 3 * (3 * 4)?,36
What is 5 * (8 - 2)?,30
What is 3 + (3 + 8)?,14
What is 5 - (0 - 2)?,7
What is 7 * (0 * 2)?,0
What is 5 - (9 + 1)?,-5
What is 6 - (6 - 7)?,7
What is 9 - (2 - 3)?,10
What is 9 - (2 * 9)?,-9
What is 6 * (5 * 5)?,150
What is 6 + (2 * 7)?,20
What is 4 + (6 * 3)?,22
What is 8 - (7 + 3)?,-2
What is 0 + (4 + 9)?,13
What is 9 - (3 - 8)?,14
What is 5 * (1 - 8)?,-35
What is 0 + (2 * 0)?,0
What is 5 * (1 - 9)?,-40
What is 2 * (5 + 9)?,28
What is 9 * (0 - 6)?,-54
What is 6 - (6 * 6)?,-30
What is 1 - (8 - 0)?,-7
What is 1 - (5 - 1)?,-3
What is 8 + (6 * 6)?,44
What is 9 - (0 * 2)?,9
What is 6 + (5 * 0)?,6
What is 9 + (2 - 5)?,6
What is 4 * (9 * 7)?,252
What is 5 - (4 + 1)?,0
What is 7 - (0 - 7)?,14
What is 5 - (3 + 0)?,2
What is 9 + (8 - 1)?,16
What is 4 - (2 * 0)?,4
What is 5 + (9 * 7)?,68
What is 6 * (4 * 3)?,72
What is 4 - (5 - 9)?,8
What is 9 - (9 * 9)?,-72
What is 1 + (6 * 3)?,19
What is 3 * (7 + 5)?,36
What is 8 * (3 * 7)?,168
What is 7 + (3 + 1)?,11
What is 4 + (5 * 2)?,14
What is 9 + (8 - 6)?,11
What is 7 - (0 - 4)?,11
What is 4 - (6 * 9)?,-50
What is 1 * (6 - 7)?,-1
What is 3 - (0 * 6)?,3
What is 7 - (9 - 9)?,7
What is 5 + (5 - 9)?,1
What is 4 + (9 * 7)?,67
What is 3 - (4 + 1)?,-2
What is 4 - (1 * 2)?,2
What is 7 * (9 * 0)?,0
What is 2 - (6 + 3)?,-7
What is 9 * (5 * 0)?,0
What is 5 * (5 + 1)?,30
What is 1 + (8 - 6)?,3
What is 9 + (4 * 3)?,21
What is 1 + (5 * 8)?,41
What is 3 * (8 + 6)?,42
What is 6 - (0 + 4)?,2
What is 0 - (7 - 4)?,-3
What is 0 * (6 + 0)?,0
What is 3 + (9 + 0)?,12
What is 3 - (8 * 6)?,-45
What is 5 * (1 + 1)?,10
What is 5 + (1 * 2)?,7
What is 3 * (7 * 8)?,168
What is 1 * (6 + 9)?,15
What is 8 * (5 - 4)?,8
What is 7 + (1 * 9)?,16
What is 6 - (1 * 5)?,1
What is 0 + (0 + 5)?,5
What is 3 + (5 - 8)?,0
What is 8 + (3 - 9)?,2
What is 1 + (1 - 0)?,2
What is 7 - (6 - 6)?,7
What is 5 - (0 + 2)?,3
What is 8 - (5 - 2)?,5
What is 0 * (7 + 6)?,0
What is 5 + (7 - 7)?,5
What is 9 * (9 * 0)?,0
What is 3 + (8 + 1)?,12
What is 9 - (2 + 6)?,1
What is 4 + (9 + 9)?,22
What is 7 + (0 * 0)?,7
What is 0 + (7 - 2)?,5
What is 2 + (0 * 3)?,2
What is 0 + (3 * 1)?,3
What is 0 * (3 * 6)?,0
What is 8 + (7 * 9)?,71
What is 7 - (8 + 6)?,-7
What is 7 + (2 + 7)?,16
What is 3 - (7 - 0)?,-4
What is 1 - (6 * 2)?,-11
What is 8 + (6 - 4)?,10
What is 8 + (4 - 8)?,4
What is 1 * (5 - 0)?,5
What is 4 - (6 * 9)?,-50
What is 7 * (5 * 7)?,245
What is 3 + (0 + 5)?,8
What is 4 - (4 - 6)?,6
What is 4 + (2 + 0)?,6
What is 9 * (7 * 3)?,189
What is 7 * (7 * 0)?,0
What is 8 + (7 * 0)?,8
What is 9 * (1 + 3)?,36
What is 8 - (3 * 2)?,2
What is 4 - (2 * 3)?,-2
What is 9 - (7 + 4)?,-2
What is 4 * (3 - 8)?,-20
What is 3 * (3 + 0)?,9
What is 4 + (9 - 5)?,8
What is 3 * (0 * 8)?,0
What is 1 * (7 + 4)?,11
What is 0 - (5 - 6)?,1
What is 8 * (5 * 6)?,240
What is 4 - (4 * 8)?,-28
What is 5 + (9 * 4)?,41
What is 0 - (5 - 1)?,-4
What is 9 * (7 - 7)?,0
What is 8 + (2 - 2)?,8
What is 9 + (3 + 1)?,13
What is 4 * (4 * 7)?,112
What is 4 + (3 * 4)?,16
What is 2 - (3 - 9)?,8
What is 9 + (3 * 7)?,30
What is 7 - (4 - 3)?,6
What is 0 - (6 + 0)?,-6
What is 7 + (3 + 5)?,15
What is 7 * (8 - 7)?,7
What is 8 + (0 + 2)?,10
What is 7 + (1 * 0)?,7
What is 0 - (0 * 8)?,0
What is 1 + (5 - 0)?,6
What is 8 + (1 * 9)?,17
What is 4 + (4 - 0)?,8
What is 2 * (3 + 5)?,16
What is 0 * (7 - 5)?,0
What is 0 + (0 + 8)?,8
What is 8 - (1 * 3)?,5
What is 8 + (8 + 8)?,24
What is 3 + (7 + 0)?,10
What is 2 - (7 + 3)?,-8
What is 5 * (8 * 6)?,240
What is 7 + (9 + 3)?,19
What is 4 - (6 * 7)?,-38
What is 2 * (4 - 4)?,0
What is 0 + (3 - 3)?,0
What is 0 - (1 + 6)?,-7
What is 7 - (0 * 5)?,7
What is 7 * (0 * 4)?,0
What is 4 * (3 * 2)?,24
What is 4 + (4 + 8)?,16
What is 6 + (6 - 8)?,4
What is 9 - (4 - 4)?,9
What is 7 * (6 - 6)?,0
What is 4 * (1 * 2)?,8
What is 8 - (9 * 9)?,-73
What is 0 - (5 * 2)?,-10
What is 8 * (4 - 0)?,32
What is 0 + (0 - 0)?,0
What is 3 + (1 + 3)?,7
What is 9 - (9 * 2)?,-9
What is 8 + (4 * 6)?,32
What is 7 * (2 + 6)?,56
What is 5 - (2 - 9)?,12
What is 0 + (0 * 4)?,0
What is 9 * (8 - 2)?,54
What is 9 - (7 + 9)?,-7
What is 3 * (5 - 7)?,-6
What is 8 - (6 - 8)?,10
What is 4 * (4 + 7)?,44
What is 0 - (0 * 4)?,0
What is 6 - (3 * 0)?,6
What is 8 - (0 + 5)?,3
What is 5 * (8 * 5)?,200
What is 9 + (0 - 0)?,9
What is 6 - (7 * 4)?,-22
What is 1 + (0 + 4)?,5
What is 3 - (8 + 9)?,-14
What is 2 + (7 - 6)?,3
What is 0 + (1 + 2)?,3
What is 6 + (7 - 6)?,7
What is 7 * (0 + 8)?,56
What is 4 * (5 + 9)?,56
What is 2 * (6 - 8)?,-4
What is 4 * (1 * 6)?,24
What is 5 - (1 + 4)?,0
What is 9 + (6 + 5)?,20
What is 7 + (0 * 3)?,7
What is 4 - (1 - 9)?,12
What is 0 * (4 * 1)?,0
What is 9 * (6 - 3)?,27
What is 3 + (2 * 7)?,17
What is 6 + (1 * 8)?,14
What is 1 + (7 * 3)?,22
What is 5 + (2 * 9)?,23
What is 4 + (6 + 6)?,16
What is 8 + (1 * 7)?,15
What is 3 + (7 - 7)?,3
What is 1 * (4 - 3)?,1
What is 3 + (1 - 1)?,3
What is 3 + (4 - 0)?,7
What is 8 + (3 - 9)?,2
What is 0 + (2 * 1)?,2
What is 1 + (7 * 5)?,36
What is 2 * (4 * 1)?,8
What is 6 * (5 - 4)?,6
What is 9 * (8 + 1)?,81
What is 3 + (6 * 6)?,39
What is 1 - (3 * 3)?,-8
What is 6 + (4 * 6)?,30
What is 0 - (6 + 6)?,-12
What is 6 + (1 * 0)?,6
What is 0 + (4 - 0)?,4
