question,answer
What is 5484 plus 5679?,11163
What is 5983 plus 1917?,7900
What is 273 plus 6861?,7134
What is 5958 plus 3048?,9006
What is 7862 plus 3736?,11598
What is 6308 plus 9828?,16136
What is 242 plus 3083?,3325
What is 8099 plus 6772?,14871
What is 6427 plus 2650?,9077
What is 2520 plus 7026?,9546
What is 6246 plus 7286?,13532
What is 3517 plus 4140?,7657
What is 1034 plus 2593?,3627
What is 9314 plus 36?,9350
What is 4928 plus 3024?,7952
What is 1617 plus 2526?,4143
What is 4100 plus 2889?,6989
What is 6519 plus 4204?,10723
What is 8546 plus 6900?,15446
What is 5249 plus 8822?,14071
What is 6952 plus 8036?,14988
What is 7603 plus 1965?,9568
What is 4109 plus 9916?,14025
What is 5162 plus 4210?,9372
What is 4136 plus 4667?,8803
What is 6150 plus 9960?,16110
What is 8418 plus 381?,8799
What is 8191 plus 8417?,16608
What is 8226 plus 3325?,11551
What is 6912 plus 4460?,11372
What is 6662 plus 593?,7255
What is 353 plus 6791?,7144
What is 9102 plus 1403?,10505
What is 4558 plus 416?,4974
What is 480 plus 8074?,8554
What is 6390 plus 8741?,15131
What is 5729 plus 8999?,14728
What is 7729 plus 8583?,16312
What is 7289 plus 9107?,16396
What is 7780 plus 9472?,17252
What is 3031 plus 9619?,12650
What is 409 plus 9947?,10356
What is 5828 plus 3444?,9272
What is 5044 plus 7052?,12096
What is 1092 plus 3591?,4683
What is 1595 plus 2708?,4303
What is 9934 plus 7424?,17358
What is 2108 plus 8144?,10252
What is 5171 plus 7212?,12383
What is 2531 plus 8007?,10538
What is 4134 plus 8048?,12182
What is 5589 plus 8600?,14189
What is 3671 plus 735?,4406
What is 5910 plus 8367?,14277
What is 4322 plus 6452?,10774
What is 8767 plus 9751?,18518
What is 1576 plus 5025?,6601
What is 2125 plus 8256?,10381
What is 2288 plus 2382?,4670
What is 1046 plus 5569?,6615
What is 3187 plus 725?,3912
What is 442 plus 8022?,8464
What is 7714 plus 1277?,8991
What is 9398 plus 8577?,17975
What is 828 plus 2282?,3110
What is 7642 plus 9226?,16868
What is 2218 plus 9226?,11444
What is 4231 plus 1326?,5557
What is 4955 plus 5844?,10799
What is 2139 plus 7666?,9805
What is 6072 plus 700?,6772
What is 5404 plus 1691?,7095
What is 1649 plus 1803?,3452
What is 5020 plus 5051?,10071
What is 9504 plus 5984?,15488
What is 2957 plus 116?,3073
What is 7783 plus 6634?,14417
What is 6628 plus 3505?,10133
What is 1496 plus 6844?,8340
What is 4371 plus 7967?,12338
What is 7076 plus 8074?,15150
What is 6173 plus 2382?,8555
What is 7032 plus 3369?,10401
What is 6948 plus 3146?,10094
What is 4384 plus 1174?,5558
What is 2242 plus 7618?,9860
What is 5273 plus 5945?,11218
What is 4773 plus 7370?,12143
What is 5629 plus 4031?,9660
What is 2658 plus 7555?,10213
What is 2089 plus 5568?,7657
What is 3589 plus 8146?,11735
What is 2528 plus 1587?,4115
What is 8793 plus 9605?,18398
What is 9904 plus 7286?,17190
What is 5210 plus 2853?,8063
What is 1433 plus 5179?,6612
What is 2673 plus 4461?,7134
What is 5836 plus 1910?,7746
What is 1842 plus 6206?,8048
What is 5276 plus 5369?,10645
What is 5073 plus 5460?,10533
What is 24 plus 3100?,3124
What is 4954 plus 3056?,8010
What is 2781 plus 9138?,11919
What is 2605 plus 7786?,10391
What is 3944 plus 1300?,5244
What is 8579 plus 4253?,12832
What is 1732 plus 835?,2567
What is 6207 plus 1462?,7669
What is 6407 plus 7599?,14006
What is 7940 plus 2307?,10247
What is 2304 plus 945?,3249
What is 1852 plus 2477?,4329
What is 1961 plus 6620?,8581
What is 9953 plus 1538?,11491
What is 4609 plus 1340?,5949
What is 9448 plus 9512?,18960
What is 1632 plus 3553?,5185
What is 4950 plus 6602?,11552
What is 2819 plus 8700?,11519
What is 7415 plus 4371?,11786
What is 5533 plus 2860?,8393
What is 6613 plus 4274?,10887
What is 2903 plus 2651?,5554
What is 1403 plus 3463?,4866
What is 8521 plus 5858?,14379
What is 7468 plus 1487?,8955
What is 5439 plus 8459?,13898
What is 6952 plus 4952?,11904
What is 7514 plus 921?,8435
What is 2294 plus 5720?,8014
What is 2873 plus 8183?,11056
What is 3705 plus 3787?,7492
What is 1067 plus 2058?,3125
What is 7208 plus 7114?,14322
What is 1630 plus 5910?,7540
What is 3681 plus 1983?,5664
What is 5281 plus 2195?,7476
What is 3265 plus 3880?,7145
What is 8965 plus 5152?,14117
What is 8135 plus 5627?,13762
What is 9662 plus 7883?,17545
What is 8262 plus 4422?,12684
What is 4849 plus 298?,5147
What is 2952 plus 4449?,7401
What is 3206 plus 8199?,11405
What is 8985 plus 1804?,10789
What is 5108 plus 7204?,12312
What is 2850 plus 1797?,4647
What is 795 plus 7459?,8254
What is 8686 plus 8658?,17344
What is 9199 plus 9220?,18419
What is 8954 plus 6156?,15110
What is 6878 plus 5201?,12079
What is 9964 plus 5535?,15499
What is 3714 plus 5420?,9134
What is 8099 plus 2372?,10471
What is 8513 plus 426?,8939
What is 7894 plus 2290?,10184
What is 22 plus 1377?,1399
What is 9207 plus 306?,9513
What is 2266 plus 1792?,4058
What is 900 plus 5261?,6161
What is 5109 plus 3175?,8284
What is 1027 plus 785?,1812
What is 3764 plus 2905?,6669
What is 5895 plus 6272?,12167
What is 8686 plus 6031?,14717
What is 6860 plus 3437?,10297
What is 6424 plus 649?,7073
What is 9770 plus 3653?,13423
What is 9321 plus 120?,9441
What is 7306 plus 176?,7482
What is 6797 plus 2514?,9311
What is 3295 plus 1038?,4333
What is 9484 plus 2118?,11602
What is 5184 plus 4596?,9780
What is 4830 plus 7412?,12242
What is 5607 plus 8579?,14186
What is 6772 plus 8047?,14819
What is 5401 plus 4361?,9762
What is 8460 plus 4986?,13446
What is 7269 plus 8752?,16021
What is 5440 plus 6575?,12015
What is 5494 plus 6612?,12106
What is 4592 plus 233?,4825
What is 3507 plus 7650?,11157
What is 4895 plus 6605?,11500
What is 7021 plus 2126?,9147
What is 2930 plus 7820?,10750
What is 3118 plus 2798?,5916
What is 3161 plus 1276?,4437
What is 4434 plus 8234?,12668
What is 8294 plus 2683?,10977
What is 9621 plus 3030?,12651
What is 7945 plus 1988?,9933
What is 7885 plus 4065?,11950
What is 7111 plus 3009?,10120
What is 1904 plus 891?,2795
What is 8452 plus 626?,9078
What is 1472 plus 1547?,3019
What is 9687 plus 2250?,11937
What is 2410 plus 9223?,11633
What is 3438 plus 5883?,9321
What is 5999 plus 1636?,7635
What is 1569 plus 6171?,7740
What is 8000 plus 2058?,10058
What is 5499 plus 9395?,14894
What is 8556 plus 3328?,11884
What is 9948 plus 3666?,13614
What is 9784 plus 9340?,19124
What is 7274 plus 9880?,17154
What is 4701 plus 1563?,6264
What is 2299 plus 6854?,9153
What is 1565 plus 3088?,4653
What is 2134 plus 2915?,5049
What is 4353 plus 4515?,8868
What is 5319 plus 2771?,8090
What is 7300 plus 5505?,12805
What is 8949 plus 1639?,10588
What is 1480 plus 6493?,7973
What is 188 plus 1020?,1208
What is 3090 plus 5627?,8717
What is 7130 plus 4066?,11196
What is 5421 plus 7003?,12424
What is 9653 plus 2030?,11683
What is 5377 plus 1073?,6450
What is 7892 plus 9961?,17853
